id,date,type,city,state,ideology,group,description,image
9271,10/15/2019,White Supremacist Propaganda,Ellicott City,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""One nation against invasion,"" ""Reject poison,"" ""Revolution is tradition,"" and ""America first.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
9333,10/8/2019,White Supremacist Propaganda,Frederick,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""To ourselves and our posterity,"" and ""United we stand.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
9359,10/6/2019,White Supremacist Propaganda,Baltimore,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" ""Money does not rule you,"" and ""Keep America American.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
9395,10/4/2019,White Supremacist Propaganda,Annapolis,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at St. John's College that read: ""America is not for sale,"" ""United we stand,"" and ""To ourselves and our posterity.""",
9396,10/4/2019,White Supremacist Propaganda,Towson,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Townson University that read: ""One nation against invasion,"" ""America first,"" and ""United we stand.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
9447,10/1/2019,White Supremacist Propaganda,Catonsville,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the Community College of Baltimore County that read: ""Not stolen conquered,"" ""America is not for sale,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
8395,9/30/2019,White Supremacist Propaganda,College Park,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at University of Maryland that read: ""Reject poison"" and ""Reclaim America.""",
8624,9/30/2019,White Supremacist Propaganda,La Plata,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at College of Southern Maryland that read: ""One nation against invasion,"" ""Not stolen conquered,"" and ""Better dead than red.""",
8253,9/29/2019,White Supremacist Propaganda,Bel Air,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Harford Community College that read: ""Reject poison,"" ""Better dead than red,"" ""America first,"" and ""Not stolen conquered.""",
8987,9/29/2019,White Supremacist Propaganda,St. Mary's City,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at St Mary's College of Maryland that read:  ""One nation against invasion"" and ""Life of our nation liberty of our people victory of the American spirit.""",
8486,9/27/2019,White Supremacist Propaganda,Elkridge,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read:  ""Not stolen conquered,"" ""Better dead than red,"" ""America first,"" and ""Reject poison.""",
8391,9/25/2019,White Supremacist Propaganda,Cockeysville,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read:  ""Better dead than red,"" ""Not stolen conquered,"" and ""Reject poison.""",
8473,9/25/2019,White Supremacist Propaganda,Dunkirk,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Money does not rule you,"" ""Better dead than red,"" and ""Reject poison.""",
9011,9/25/2019,White Supremacist Propaganda,Thurmont,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda which featured the group's logo.",
8263,9/3/2019,White Supremacist Propaganda,Bethesda,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read:  ""Not stolen conquered,"" ""Reject poison,"" and ""Better dead than red.""",
8245,7/22/2019,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Baltimore,MD,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8787,7/19/2019,White Supremacist Propaganda,Ocean City,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read:  ""Not stolen conquered,"" ""Better dead than red,"" and ""To ourselves and our posterity.""",
9065,7/3/2019,White Supremacist Propaganda,Williamsport,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Keep America American,"" ""No stolen conquered,"" and ""Will your speech be hate speech?""",
7880,5/4/2019,White Supremacist Propaganda,Takoma Park,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed fliers that read: ""Not stolen conquered,"" Better dead than red,"" and ""Will your speech be hate speech?""",
7885,5/4/2019,White Supremacist Propaganda,Frederick,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed fliers that read: ""Not stolen conquered"" and ""Keep America American.""",
9795,05/2019,Anti-Semitic Incident:Harassment,Rockville,MD,,,Customer made anti-Semitic remarks to the cashier at a store.,
9796,05/2019,Anti-Semitic Incident:Harassment,Silver Spring,MD,,,"Jewish family verbally harassed by a man who yelled at them, ""Shut up. We don't want to hear that Jewish shit!""",
10292,05/2019,Anti-Semitic Incident:Vandalism,Kensington,MD,,,Swastika graffiti discovered in a bathroom at Silver Creek Middle School over the course of three days.,
8148,4/3/2019,Terrorist Plot/Attack,Prince George's County,MD,Islamist,,"Rondell Henry, who claimed to be inspired by ISIS, was arrested for stealing a U-Haul vehicle and planning to plow through crowds of people at the National Harbor. Henry also considered attacking Dulles International Airport in Virginia. ",
8049,3/31/2019,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,St. Michaels,MD,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group. distributed recruitment fliers that expressed racist views toward African Americans, Jewish people, and American Indians.",
8061,3/29/2019,White Supremacist Propaganda,Bel Air,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed fliers that read: ""Keep America American,"" ""America first,"" ""Reclaim America,"" and ""Reject poison.""",
8106,3/22/2019,White Supremacist Propaganda,Columbia,MD,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda at Howard County Community College that read: ""Embrace your identity.'""",
7604,3/16/2019,White Supremacist Propaganda,Brunswick,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed fliers that read: ""Better dead than red,"" ""Keep America American,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-03/PF%20Keep%20America%20American_0.jpg
8132,3/13/2019,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Ocean City,MD,Right Wing (White Supremacist),Corbin Kauffman,"An individual posted a flier at a Chabad that read ""We must secure the existence of our people and a future for white children"" and ""The goyim know shut it down.""",
7546,3/6/2019,White Supremacist Propaganda,Brunswick,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed fliers that read: ""Not stolen conquered"" and ""Keep America American.""",https://www.adl.org/sites/default/files/2019-03/PF%20Keep%20America%20American_0.jpg
9660,03/2019,Anti-Semitic Incident:Harassment,Silver Spring,MD,,,"During a Spanish class at a middle school, the teacher told the class that ""the Jews killed Jesus"" because ""that's just what the Catholics and Christians believe.""",
10161,03/2019,Anti-Semitic Incident:Vandalism,Bethesda,MD,,,Graffiti that included a swastika and an expletive was discovered in a bathroom at Bannockburn Elementary School.,
7622,2/15/2019,Terrorist Plot/Attack,Silver Spring,MD,Right Wing (White Supremacist),,"Coast Guard lieutenant Christopher P. Hasson, a white supremacist, was arrested by federal authorities on weapon and drug charges in connection with an alleged terrorist plot to attack politicians and media figures.",
7446,2/13/2019,White Supremacist Propaganda,Gaithersburg,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed fliers that read: ""To ourselves and our posterity"" and ""Life liberty and the pursuit of victory.""",https://www.adl.org/sites/default/files/2019-03/PF%20Life%20liberty%20and%20the%20pursuit%20of%20victory.jpg
7433,2/10/2019,White Supremacist Propaganda,Perryville,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed fliers that read: ""Reclaim America,"" ""Not stolen conquered,"" and ""Money does not rule you.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
